id,name,category,latitude,longitude,address,district,island
serp-ChIJC-doGRuHJY8Rj0FzCz99QKU-lcil99qut,"Fox Rent A Car Grand Cayman",transport,19.287651,-81.373081,"250 Roberts Dr, George Town KY1-1100, Cayman Islands",George Town,Grand Cayman
serp-ChIJiwfgcpaHJY8R-2vHY1uImtk-6dysgjpnk,"North Sound Golf Club",golf,19.335,-81.375,"557 Safehaven Dr, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJl0qY6ryHJY8R8LWooHipgQQ-g830lu09m,"The Ritz-Carlton Golf Club, Grand Cayman",golf,19.335,-81.38,"Grand Cayman, The Ritz-Carlton, 1066 W Bay Rd, KY1-1209, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJAzgHZqaHJY8REJiCy_xP-EQ-td0kvz4ix,"Williams2 Real Estate",services,19.341094,-81.389347,"Seven Mile Beach, 6 The Strand, KY1, 1205, Cayman Islands",Seven Mile Beach,Grand Cayman
serp-ChIJ7e00L_eHJY8Rch_1TR_3_0s-ah4z3zlan,"The Agency Real Estate Cayman Islands",services,19.288566,-81.302432,"Fort 51 Building 51 Fort Street Grand Cayman, KY1-1002, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ2VuPv6GHJY8RAJ038fL_BuY-uareno5k1,"Berkshire Hathaway HomeServices Cayman Islands",services,19.32279,-81.236237,"390 W Bay Rd, KY1-1203, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJQUUz7QmHJY8RvFgYiYwOweM-fovxi1465,"Nikki Thomas - Cayman Islands Luxury Real Estate",services,19.288569,-81.367187,"7 Mile Shops, 215 W Bay Rd, KY1-1201, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ84V_XZ-HJY8RRfqRDy94cwQ-n11dng4xu,"Cayman Islands Sotheby's International Realty",services,19.33954,-81.392452,"5-104, Governor's Square, Seven Mile Beach, Grand Cayman KY1-1203, Cayman Islands, Cayman Islands",Seven Mile Beach,Grand Cayman
serp-ChIJJcs35vWJJY8RhO0k758JnEY-ow1a805ei,"Shoreline Properties Cayman Islands",services,19.329847,-81.171222,"Cayman Kai, 585 Water Cay Rd, Rum Point, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJW0wke0mHJY8Rq_D_5pwpTtQ-mb80f425v,"Engel & Völkers Cayman",services,19.287794,-81.375078,"Tropic Center, 18 Earth Cl, George Town KY1-1201, Cayman Islands",George Town,Grand Cayman
serp-ChIJaeJKZ_-GJY8R0qjhqDTpP70-jn57dscms,"Bovell | REMAX Cayman Islands",services,19.329847,-81.171222,"7 Mile Shops, 215B W Bay Rd, KY1-1201, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ7RVDlNaHJY8RMxDtFxZvww0-t06uozerz,"Trident Properties (Cayman Islands) Ltd",services,19.284563,-81.372285,"2nd Floor, Strathvale House, 90 N Church St, George Town KY1-1205, Cayman Islands",George Town,Grand Cayman
serp-ChIJ8Zi2eV2GJY8Rce3v-RyHbtE-8em4fspzk,"International Realty Group Ltd.",services,19.286317,-81.376324,"Buckingham Square, 720 W Bay Rd, George Town KY1-1105, Cayman Islands",George Town,Grand Cayman
serp-ChIJgW8UL2-HJY8RjH_C6SZ9_hE-qnfx7i6n7,"Ten Sails Property Group",services,19.288992,-81.376352,"45 Beckz Close, George Town KY1-1007, Cayman Islands",George Town,Grand Cayman
serp-ChIJy6vt_PqHJY8RczMHjY5QK6A-32phmegeq,"Marco Mastrogiovanni - Cayman Islands Real Estate",services,19.288569,-81.367187,"Buckingham Square, W Bay Rd, KY1-1105, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJaWGaqJSHJY8ReZchmqwtzWc-9lpt4mr05,"Corcoran Cayman Islands",services,19.329847,-81.171222,"Suite 04, The Grove, W Bay Rd, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJQSeTmPiGJY8R9zVcymnmri0-w3jianz3h,"Ashmore Alexander Real Estate Cayman Islands",services,19.339648,-81.391897,"Windward III, Seven Mile Beach, KY1-1207, Cayman Islands",Seven Mile Beach,Grand Cayman
serp-ChIJLSIAwWqHJY8RnKbZi-L0DbA-xmlexa3it,"Cayman Private Aviation",transport,19.284145,-81.37683,"100 Roberts Dr, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJu-gtDUCGJY8RU2NhQkd8g6s-8lbj8oxcw,"Atlantic Aviation GCM",transport,19.283097,-81.375961,"100 Roberts Dr, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJfQblqk99L48Rv0m5WOUOphw-hyzt82ewg,"Cayman Luxury Travel",services,19.375537,-81.410848,"West Bay Gardens, 61 Hillandale Cl, West Bay KY1-1401, Cayman Islands",West Bay,Grand Cayman
serp-ChIJVyfAekmHJY8Rfiijyzb1gnM-9aanmfffm,"High Achievement Academy",services,19.280997,-81.386774,"Windjammer Plaza, Walkers Rd, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJaSiFEWaHJY8RJlmld_f4lzE-s1y3yzwsp,"LOM Financial Cayman",financial,19.277704,-81.267783,"Ground Floor, Camana Bay, 18 Forum Ln, KY1-1104, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJO_jJGl6GJY8RDuG5DaT5oX4-1rsl1aqef,"Broadhurst LLC, Attorneys-at-Law",services,19.287624,-81.37301,"54 Edward St, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJnQWMUMiHJY8RFG2ljrUjJ8A-v2r9a1jwq,"Loeb Smith Attorneys",services,19.287609,-81.374536,"5th Floor Zephyr House 122 Mary Street George Town Grand Cayman KY1, 1206, Cayman Islands",George Town,Grand Cayman
serp-ChIJL_OooGeLKI8RYZUxs_kOXkM-4uzcbp3id,"Little Cayman Bookings & Concierge",services,19.665,-80.06,"Lighthouse Road, Cayman Islands",Grand Cayman,Little Cayman
serp-ChIJnSPNez-HJY8ROLAwF1WbuUE-1vxquohgq,"Blue Sky Sailing (Cayman) Ltd",boat_charter,19.282934,-81.345542,"Yacht Drive Cayman Islands Yacht Club Dock D15 Grand Cayman KY1, 1103, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJnav9y1yHJY8R6MCC-RoFqQs-9u1k5xgv5,"Ironshore Security Ltd",services,19.283747,-81.375138,"Unit A309, Elizabethan Square, Amerigo House, Shedden Rd, George Town KY1-1106, Cayman Islands",George Town,Grand Cayman
serp-ChIJB8YljoyHJY8RWbdDBLpT6Pc-53h63fb9z,"National Security Services",services,19.288378,-81.372077,"Suite 215, Cannon Place, 294 N Sound Rd, George Town KY1-1008, Cayman Islands",George Town,Grand Cayman
serp-ChIJ3_ywbWiGJY8Rcav8ugCSEiY-ctkfxl280,"The Security Centre Limited",services,19.331143,-81.37976,"Cayman Technology Centre, 115 Printer Way Grand Cayman, KY1-1001, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJUT32AESGJY8RP0BmswVJLPE-i85cicqin,"Marksman Electronics & Security Services Co, Ltd Cayman Island",services,19.283655,-81.375667,"316 Dorcy Drive George Town, Alexander Place Unit # 1 Industrial Park, KY1-1204, Cayman Islands",George Town,Grand Cayman
serp-ChIJ6cw69qOHJY8Rl8ZXtdzi9QY-4d3p8ibt5,"Global Security Services Ltd.",services,19.28909,-81.375067,"1st Floor, Artemis House, 67 Fort St, George Town KY1-1102, Cayman Islands",George Town,Grand Cayman
serp-ChIJDy65lLOHJY8RHKXMGyVDKgw-gw08ike0k,"Island Electronics Security & Monitoring Ltd.",services,19.287972,-81.374506,"Grand Cayman KY1, 90B Godfrey Nixon Wy, George Town KY1-1103, Cayman Islands",George Town,Grand Cayman
serp-ChIJQ-UbFriHJY8Ry4F9RErPG0Y-cwdmho1l6,"Health City Cayman Islands Camana Bay Clinic",medical,19.322,-81.38,"9 Forum Ln, Camana Bay KY1-9006, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJuW3TSVuGJY8ROH9DvzLDFLg-3syc8qs1k,"Doctors Express Urgent Care",medical,19.289071,-81.373371,"81 Godfrey Nixon Way George Town Grand Cayman KY KY1, 1107, 81 Godfrey Nixon Wy, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJT13xaPaHJY8RT0Tv4qK1d2E-jmitws2vz,"International Medical Group, Grand Cayman",medical,19.286052,-81.376309,"30073, P.O. Box, 30 Pasadora Place, Smith Rd, George Town KY1-1201, Cayman Islands",George Town,Grand Cayman
serp-ChIJK_xlUf-GJY8RhSECQFEV1Gg-qy4rh5c2c,"Seven Mile Medical Clinic",medical,19.340925,-81.38163,"Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJZcKkUb-HJY8R8yd0oRV6LA8-aovdjltck,"LOOKS (The Art of Beauty)",medical,19.323686,-81.243663,"Governors square, 23 Lime Tree Bay Ave, KY1-1108, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJXeDhnqyHJY8RW0b5V5z08Uo-d70edril2,"Next Door",bar,19.321493,-81.377301,"47 Forum Ln, Camana Bay KY1-1207, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJG8mRN4SHJY8RvCIX5Ggz1is-47s9oel4k,"Bàcaro",restaurant,19.372747,-81.411999,"9J4F+GC West Bay, Cayman Islands Grand Cayman KY1, 9006, Cayman Islands",West Bay,Grand Cayman
serp-ChIJaRysdamHJY8R3YjPRV_8Pcc-7l4qd403z,"Agua Restaurant",restaurant,19.327,-81.3808,"47 Forum Ln, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJxTvIHWuHJY8R2TdxCGO4FQU-nqqqmxfx0,"UNION GRILL",restaurant,19.321561,-81.377325,"The Crescent Camana Bay Grand Cayman KY1, 9006, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJrQmHRWeGJY8ROQp1Y6DlIP0-fkxnla55x,"The Brasserie",restaurant,19.288586,-81.373805,"Cricket Square, 171 Elgin Ave, George Town KY1-1004, Cayman Islands",George Town,Grand Cayman
serp-ChIJL3v-_Ud9L48R64h9Rxjvwus-zomlqo44z,"NOVA",restaurant,19.298,-81.384,"18-A Sea Fan Dr, Grand Cayman KY1-1401, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJATftIjyHJY8RPsOhBy4OLNk-3vy0oum2b,"Aria Restaurant",restaurant,19.297301,-81.37736,"Garden Retreat, 52a Edgewater Way, Grand Harbour, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJw9kCtHl9L48RoC5PgnD4hdQ-fk4uc4bt1,"Dolphin Cove Cayman",attraction,19.376704,-81.409397,"9A Garvin Rd, West Bay, Cayman Islands",West Bay,Grand Cayman
serp-ChIJB4xY5leGJY8RxlMZsM0zKmg-jcn2p9fis,"Cayman Diving",diving_snorkeling,19.31303,-81.3845,"N Church St Grand Cayman, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJBxdKJff1JY8RKrjgxvdySBQ-7j7f0ug7y,"Tortuga Divers",diving_snorkeling,19.344814,-81.089321,"2289 Queens Hwy, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJE_Kga1iGJY8RPU-DON8ZQRM-548yx42yk,"Wall to Wall Diving",diving_snorkeling,19.281729,-81.290064,"Box 31412, 37 Seafarers Wy, Grand Cayman KY1-1206, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJpfRzS3KHJY8R1zOdqPd10x8-z18pf70vu,"Sunset Divers",diving_snorkeling,19.284338,-81.375429,"390 A South Church St Grand Cayman, KY1-1106, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJi_Ixi6qHJY8R4qw532GFhuo-pzz00o5n1,"Spacation - Day Spa",spa_wellness,19.373518,-81.410553,"455 West Bay Road Grand Cayman, KY1-1202, Cayman Islands",West Bay,Grand Cayman
serp-ChIJLcN2n_uHJY8RlIu6F2xrLv0-7bg64q1rl,"Zen Garden Spa",spa_wellness,19.317162,-81.240782,"2nd Floor, 5Snug Harbour Drive, Carrington Place, W Bay Rd, KY1-1200, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJF22Fd1WHJY8RVoL_hqFu_Xg-ysydz5x5p,"Priya's Spa",spa_wellness,19.288102,-81.374353,"Barnett Building, 24 Huldah Ave, George Town KY1-1103, Cayman Islands",George Town,Grand Cayman
serp-ChIJmyO_0DeHJY8R0tE7vt7rt2M-oue5jcjeq,"thaimassage-cayman",spa_wellness,19.288298,-81.374107,"Unit#26, 57Central warehouse, Bodden Rd, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJcSVVjCyHJY8RtHeKVGAmqxE-xj2luohoj,"Now & Zen Spa",spa_wellness,19.286406,-81.296556,"Unit 12, Cayman Falls, 1114 W Bay Rd, Grand Cayman KY1-1502, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJc1Y52GeGJY8RWYGyMKBGpcw-1fgyjlqou,"No. 11 Spa",spa_wellness,19.27979,-81.269477,"Cayman Technology Centre, 115 Printers Way, Box 10108, KY1-1001, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJrYMisnuHJY8R-hmZUpghVOY-qwyz1lgij,"CRYO 345",spa_wellness,19.28553,-81.376659,"72 N Church St, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJ3ypgOlaHJY8RhKRcOo4M1d4-tejz17l21,"Door No. 4",bar,19.377288,-81.409214,"802 W Bay Rd, West Bay, Cayman Islands",West Bay,Grand Cayman
serp-ChIJZYJEJe59L48RWFvXWcKsooI-pgialz6o6,"Le Petit Bar Cayman",bar,19.377485,-81.408203,"2357 W Bay Rd, West Bay, Cayman Islands",West Bay,Grand Cayman
serp-ChIJj16JILeHJY8RlGE0Durue4I-4s3od7rd5,"The Backroom",bar,19.285894,-81.372331,"672 West Bay Road | Regency Court, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJmUgLNtZjL48RvRt3xRGrmUE-glgck3dp2,"Rum Point Club",bar,19.3728,-81.2714,"Cayman Kai, 46 Sand Point Rd, Rum Point, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ8eunYdKHJY8RrLctbFd1ZyU-jzz42krrb,"Cask Whisky",bar,19.26712,-81.2886,"18 Forum Ln, KY1-9006, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJvd3aKTKHJY8R6_f4l9yIh78-zmpv1yw70,"Coconut Watersports",water_sports,19.282618,-81.325436,"7 mile beach, 993 W Bay Rd, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJnSKFiXqJJY8RHLuku2YJOVk-kq6lbbo4y,"Fat Fish Adventures",water_sports,19.321946,-81.242848,"Newlands Barcadere, Leeward Dr, North Sound Estates KY1-1010, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJdT3dJYl9L48RYdvJuzF-dgQ-bpd5vtkei,"Crystal Charters",boat_charter,19.345192,-81.17756,"10 Market Street, Camana Bay KY1-9006, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJsRTEawaHJY8RJR9BqnSo0cI-dlh6qmyj3,"Island Charter",boat_charter,19.285704,-81.376806,"42 beckz close, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJU4aPwEt9L48RKw25Lm53QSY-elya1ws9x,"ATV Cayman",activity,19.37514,-81.412258,"West Bay, Conch Point Road Grand Cayman KY1, 1207, Cayman Islands",West Bay,Grand Cayman
serp-ChIJWed99LyHJY8RY9v42nnWXao-xlfjlwnmb,"The Grove",shopping,19.353556,-81.219921,"3, 1358 W Bay Rd, Grand Cayman KY1-1000, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJKc8VwV-GJY8R-WQHtcQAdy8-obdeljzf8,"Cayman Craft Market",shopping,19.286752,-81.37427,"N Church St, George Town KY1-1501, Cayman Islands",George Town,Grand Cayman
serp-ChIJxWjNB6yHJY8RZnKCC1VKIgc-ezopgtfmz,"NKY Cayman",shopping,19.287349,-81.375851,"The Paseo, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJKU4UqT-GJY8RRpiVXj_Xzks-e1yx9w2np,"Cayman Villas",villa_rental,19.288673,-81.372634,"45 Beckz Close, George Town KY1-1006, Cayman Islands",George Town,Grand Cayman
serp-ChIJX2ElHmmHJY8RbHHuEdTDxZk-ntwihiycq,"Rodney's Car Rental",transport,19.287644,-81.374403,"50 Mary St, George Town KY1-1208, Cayman Islands",George Town,Grand Cayman
serp-ChIJCT3nKiqHJY8RqA28cbLUyl8-q8f8yt1pr,"Alamo Rent A Car",transport,19.284696,-81.374911,"Unit 12, Airport Plaza, Roberts Dr, George Town KY1-1001, Cayman Islands",George Town,Grand Cayman
serp-ChIJQf_FJg-HJY8RzlB_EqeltA0-njbf8njj4,"Royal Limo Service",transport,19.350513,-81.212256,"250 Owen Roberts Drive Suite 10 Grand Cayman KY1, 1004, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJu1rPAj-GJY8RlizQ8AGI6pg-pm7iybs4r,"Avis Rent A Car",transport,19.288938,-81.375005,"257 Roberts Dr, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJEzlaRv-GJY8RIjKhxgYFnNc-pgzeriyz5,"Property Cayman",services,19.303289,-81.382624,"Unit 2a, Grand Cayman, Buckingham Square, 720 W Bay Rd, KY1-1106, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ_5nd2VeGJY8R1J7uEXuZ3_U-jql6k6klg,"ERA Cayman Islands",services,19.329847,-81.171222,"628 W Bay Rd, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJpcEBL6aHJY8RhR84MXUdwoA-nx7wv6a4h,"CENTURY 21 Cayman",services,19.34159,-81.389771,"Grand Pavilion Centre, Box 30596, Seven Mile Beach, KY1-1203, Cayman Islands",Seven Mile Beach,Grand Cayman
serp-ChIJt7ir5o2JJY8R2fNWuh_4YvQ-v57fhu09q,"Bell Rock Group",financial,19.290154,-81.379315,"10 Market Street, 758 Camana Bay, KY1-9006, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ0w3GX16GJY8RTUEzh-oEb7c-e3h07ht2t,"Cayman Law",services,19.286987,-81.37641,"Strathvale House, 2nd Floor, Strathvale House, 90 North Church Street, PO Box 1103, 90 N Church St, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJC8mvIl-GJY8R3IRwqPvGAzY-zsyixsbye,"Stenning's Chambers",services,19.376935,-81.412346,"The Highlands, 201 Hillard Drive West Bay Grand Cayman KY1, 1103, Cayman Islands",West Bay,Grand Cayman
serp-ChIJQzEFayyHJY8RZciYQa6BNT8-4royzh8ju,"Hampson and Company",services,19.284586,-81.372167,"Apollo House East, 4th Floor 87 Mary Street George Town Grand Cayman KY1, 1107, Cayman Islands",George Town,Grand Cayman
serp-ChIJ96ExZqaHJY8RyjbsCUSZ8yc-rk8gsf0s3,"Nelsons Legal",services,19.28695,-81.350369,"The Grand Pavilion Commercial Centre, 802 W Bay Rd, Grand Cayman KY1-1201, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJOSypDYqJJY8RGpY4nGqnzS4-13cbabuo6,"Campbells",services,19.287627,-81.374822,"Floor 4, Willow House, Cricket Square George Town Grand Cayman KY1, 9010, Cayman Islands",George Town,Grand Cayman
serp-ChIJieWQ4KOHJY8RUArQOSP-b9A-elcv4sl1d,"Pinnacle Concierge",services,19.293585,-81.372591,"19 Tropical Gardens Rd, Grand Cayman KY1-1601, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJba5aPC6HJY8R8YDGwQ46O_U-9rmcjzw4g,"VIP Vibes Cayman",services,19.353718,-81.246615,"Unit 208, Elizabethan Square, Amerigo House, 80 Shedden Rd, Grand Cayman KY1-1110, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJ9xcXa5yJJY8Ru8BCvYFPgv8-s9ymiqxs4,"pickaservice",services,19.286646,-81.248993,"25 Candlewood Drive Bodden Town Box 1718 Grand Cayman KY1, 1109, Cayman Islands",Bodden Town,Grand Cayman
serp-ChIJVY69ihOHJY8R3iK8AJIcdEE-0y4mhcvqc,"Lifestyle Cayman",services,19.284708,-81.376489,"42 Edward St, George Town, Cayman Islands",George Town,Grand Cayman
serp-ChIJTYjLtIOHJY8R1SyNLSKNG94-7bsa21xrb,"Pro Yacht",boat_charter,19.356773,-81.381134,"Yacht Dr, Cayman Islands",Grand Cayman,Grand Cayman
serp-ChIJn-tuhvNCKI8R1Hq8nbePfq4-kobd3mtb3,"CB RENT-A- CAR LTD",transport,19.711028,-79.819862,"West End Side Road Kirk Cornell Airport Cayman Brac KY2, 2001, Cayman Islands",Cayman Brac,Cayman Brac
serp-ChIJAQglMKaHJY8RHUSdl5BuDgc-z7z1mx1fp,"Total Health Clinic",medical,19.377162,-81.410194,"Total Health The Grand Pavilion Commercial Centre, 802, West Bay Road Grand Cayman KY1, 1209, Cayman Islands",West Bay,Grand Cayman
serp-ChIJFyG6E3GHJY8Remy2cwc29uU-hbtm6h1y1,"Cayman Medical Ltd",medical,19.288069,-81.372235,"Crown Square, 71 Eastern Ave, George Town KY1-1209, Cayman Islands",George Town,Grand Cayman
osm-node/775748058,"Margaritaville Beach Resort",hotel,19.284799,-81.374172,"269, West Bay Road, Seven Mile Beach, George Town",George Town,Grand Cayman
osm-node/777053418,"Turtle Nest Inn",hotel,19.2835,-81.251625,"Church Street, South Cayman Palms",Bodden Town,Grand Cayman
osm-node/801080337,"Cayman Brac Beach Resort",hotel,19.712298,-79.81981,"South Side Road, West End, KY-3",Cayman Brac,Cayman Brac
osm-node/4103864250,"La Cazetta Guest House & Cottages",hotel,19.375947,-81.411488,"2, Avoca Lane, Mt Pleasant, West Bay",West Bay,Grand Cayman
osm-node/4103887709,"Ocean Paradise, Vacation Rental",hotel,19.362854,-81.262971,"1234, Rum Point Road, North Side, Grand Cayman",Rum Point,Grand Cayman
osm-node/4103906163,"Holiday Inn Resort Grand Cayman",hotel,19.34,-81.393,"278, Crighton Drive, Grand Cayman, KY1-1206",Grand Cayman,Grand Cayman
osm-node/4123781894,"Wyndham Reef Resort",hotel,19.305,-81.094,"East End, Grand Cayman, Cayman Islands",East End,Grand Cayman
osm-node/4328914289,"Little Cayman Beach Resort",hotel,19.6608,-80.0915,"Guy Banks Road",Little Cayman,Little Cayman
osm-node/4456190074,"The Cristopher Columbus",hotel,19.3422,-81.389171,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman
osm-node/5117834889,"Le Soleil d'Or - 1",hotel,19.710341,-79.818898,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac
osm-node/5117836049,"Le Soleil d'Or - 2",hotel,19.708126,-79.818112,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac
osm-node/5122121714,"Paradise Villas",hotel,19.666151,-80.059924,"Little Cayman, Little Cayman, Cayman Islands",Little Cayman,Little Cayman
osm-node/5122127624,"Conch Club Condos",hotel,19.662969,-80.057649,"Little Cayman, Little Cayman, Cayman Islands",Little Cayman,Little Cayman
osm-node/5308199421,"Regal Beach Club",hotel,19.288624,-81.376793,"431, West Bay Road, West Bay, Seven Mile Beach, KY-1-1202",George Town,Grand Cayman
osm-node/6450720530,"The Grand Caymanian Resort",hotel,19.344471,-81.36269,"276, Crighton Drive, Grand Cayman, KY1-1206",Grand Cayman,Grand Cayman
osm-node/10657265459,"The Westin Grand Cayman Seven Mile Beach Resort & Spa",hotel,19.3428,-81.3917,"Seven Mile Beach, P.O. BOX 30620, Grand Cayman",Seven Mile Beach,Grand Cayman
osm-way/62225826,"Villas Of The Galleon",hotel,19.338631,-81.391504,"1088, West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225833,"The Discovery Point Club",hotel,19.341298,-81.392373,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman
osm-way/62225837,"The Caribbean Club",hotel,19.341537,-81.390682,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225850,"Harbour Heights",hotel,19.340828,-81.387943,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225855,"Hyatt Regency Grand Cayman Beach Suites",hotel,19.338843,-81.387629,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman
osm-way/62225861,"The Colonial Club",hotel,19.337912,-81.392348,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225867,"The Beachcomber",hotel,19.339166,-81.390059,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225874,"Coral Stone Club",hotel,19.339953,-81.387993,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman
osm-way/62225876,"Kimpton Seafire Resort and Spa",hotel,19.3536,-81.3879,"West Bay Road, West Bay",Seven Mile Beach,Grand Cayman
osm-way/62225881,"The Ritz-Carlton",hotel,19.335,-81.38,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/62225888,"The Islands Club",hotel,19.341606,-81.391269,"West Bay Road, West Bay, Seven Mile Beach",Seven Mile Beach,Grand Cayman
osm-way/80290301,"Grand Cayman Marriott Beach Resort",hotel,19.332,-81.391,"West Bay Road, Whitehall Estate, West Bay",George Town,Grand Cayman
osm-way/171462753,"Morritt's Grand Resort",hotel,19.303441,-81.100581,"2289, Queens Highway",East End,Grand Cayman
osm-way/171462767,"Morritt's Tortuga Club",hotel,19.304091,-81.102266,"PO Box 496, Church Avenue, Colliers",East End,Grand Cayman
osm-way/171507308,"Compass Point Luxury Dive Resort",hotel,19.30604,-81.101161,"Austin Conolly Road",East End,Grand Cayman
osm-way/369711093,"Sea Breeze, Luxury Condo Rental",hotel,19.373112,-81.407506,"2187, West Bay Road, Grand Cayman, West Bay",West Bay,Grand Cayman
osm-way/373719218,"The Retreat at Rum Point",hotel,19.3728,-81.2714,"16, Grand Cayman",Rum Point,Grand Cayman
osm-way/373719330,"Island Houses of Cayman Kai",hotel,19.363912,-81.262489,"Rum Point, Grand Cayman, Cayman Islands",Rum Point,Grand Cayman
osm-way/374782462,"The Renaissance",hotel,19.338824,-81.390086,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman
osm-way/374960988,"The Sunshine Hotel and Suites",hotel,19.340183,-81.390879,"1465, Esterley Tibbetts Highway, Grand Cayman, KY1-1201",Seven Mile Beach,Grand Cayman
osm-way/375236902,"South Bay Beach Club",hotel,19.289045,-81.372918,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman
osm-way/375236911,"Hampton by Hilton Grand Cayman Seven Mile Beach",hotel,19.3428,-81.3917,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman
osm-way/1310778661,"Indigo Pool & Bar",hotel,19.338429,-81.392478,"Seven Mile Beach, Grand Cayman, Cayman Islands",Seven Mile Beach,Grand Cayman
osm-way/1351037296,"The Village Inn",hotel,19.66343,-80.057751,"Little Cayman, Little Cayman, Cayman Islands",Little Cayman,Little Cayman
osm-way/1351632230,"Southern Cross Club",hotel,19.6657,-80.0689,"1400, Guy Banks Road, Sister Islands",Little Cayman,Little Cayman
osm-node/5105636798,"Almond Beach Villas",villa_rental,19.711093,-79.821565,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac
osm-node/5117698005,"Southern Star Condos",villa_rental,19.709879,-79.817652,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac
osm-node/6449817081,"Southern Comfort",villa_rental,19.712224,-79.820228,"Cayman Brac, Cayman Brac, Cayman Islands",Cayman Brac,Cayman Brac
osm-node/7499692285,"Doctor Kingbird & Christina Lex",villa_rental,19.286809,-81.373345,"George Town, Grand Cayman, Cayman Islands",George Town,Grand Cayman
